pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity
6nzp,2.35,2019,IC50,=,2.0000000000000003e-10,9.698970004336019
6p5v,1.4,2019,IC50,=,2e-07,6.698970004336019
6hx1,2.14,2019,IC50,=,3.03e-07,6.518557371497695
6j6m,1.25,2019,IC50,=,3e-10,9.522878745280337
6mhc,2.0,2019,IC50,=,3.7e-07,6.431798275933005
6mo5,1.85,2019,IC50,=,3e-10,9.522878745280337
6nzq,2.11,2019,IC50,=,3e-10,9.522878745280337
6o6g,2.4,2019,IC50,=,3e-07,6.522878745280337
6rj5,1.89,2019,IC50,=,3e-07,6.522878745280337
6rni,1.54,2019,IC50,=,4.0000000000000007e-10,9.397940008672037
6suo,1.74,2019,IC50,=,4.0000000000000007e-10,9.397940008672037
6npu,2.33,2019,IC50,=,4e-07,6.3979400086720375
6bqd,2.14,2019,IC50,=,4.0999999999999994e-07,6.3872161432802645
6ohd,2.5,2019,IC50,=,4.2e-10,9.3767507096021
6iji,2.7,2019,IC50,=,4.4000000000000003e-10,9.356547323513812
6ilq,2.41,2019,IC50,=,4.3999999999999997e-07,6.356547323513813
6aa4,1.9,2019,IC50,=,4.6999999999999995e-07,6.327902142064283
6eb2,2.49,2019,IC50,=,4.8e-07,6.318758762624412
6pz4,1.85,2019,IC50,=,4.0000000000000007e-10,9.397940008672037
6oa3,1.9,2019,IC50,=,4e-07,6.3979400086720375
6rj3,1.42,2019,IC50,=,4e-07,6.3979400086720375
6fe5,1.52,2019,IC50,=,5e-10,9.301029995663981
6npe,2.15,2019,IC50,=,5e-07,6.301029995663981
6qhb,1.84,2019,IC50,=,5e-07,6.301029995663981
6inm,2.0,2019,IC50,=,5.1e-07,6.292429823902063
6n83,2.0,2019,IC50,=,5.4e-07,6.267606240177032
6qs5,1.96,2019,IC50,=,5.699999999999999e-07,6.2441251443275085
6g9f,2.35,2019,IC50,=,5.9e-07,6.229147988357856
6mo0,2.7,2019,IC50,=,5.9e-07,6.229147988357856
6nzr,2.56,2019,IC50,=,5e-10,9.301029995663981
6h4v,2.15,2019,IC50,=,6.13e-07,6.212539525481585
6p8y,2.31,2019,IC50,=,6.38e-07,6.195179321278838
5z1t,1.42,2019,IC50,=,6.3e-07,6.200659450546418
6imo,1.55,2019,IC50,=,6.5e-07,6.187086643357144
5y7k,2.51,2019,IC50,=,6.660000000000001e-10,9.176525770829699
6s88,1.59,2019,IC50,=,6.7e-07,6.173925197299173
6moo,2.2,2019,IC50,=,6.800000000000001e-10,9.167491087293763
6h4u,2.21,2019,IC50,=,6.929999999999999e-07,6.159266765388193
5z1s,1.42,2019,IC50,=,6.9e-07,6.161150909262744
6gcx,1.55,2019,IC50,=,6e-10,9.221848749616356
6i3u,2.09,2019,IC50,=,6e-10,9.221848749616356
6mod,1.85,2019,IC50,=,7.1e-10,9.148741651280925
5zhm,2.76,2019,IC50,=,7.3e-07,6.136677139879544
6sq0,1.77,2019,IC50,=,7.900000000000001e-10,9.102372908709558
6ffe,1.76,2019,IC50,=,7.9e-07,6.102372908709558
5zxi,2.1,2019,IC50,=,7e-10,9.154901959985743
6n6o,2.6,2019,IC50,=,7e-10,9.154901959985743
6aej,2.8,2019,IC50,=,7e-07,6.154901959985743
6d4q,1.71,2019,IC50,=,8.299999999999999e-07,6.080921907623926
6i0x,1.6,2019,IC50,=,8.599999999999999e-07,6.0655015487564325
6gj7,1.67,2019,IC50,=,8.699999999999999e-07,6.060480747381382
6npp,1.35,2019,IC50,=,8.9e-07,6.050609993355088
6fzm,2.67,2019,IC50,=,9.17e-07,6.037630664329979
6nzf,2.39,2019,IC50,=,9.200000000000001e-10,9.036212172654444
6k4t,1.39,2019,IC50,=,9.499999999999999e-07,6.022276394711152
6qxd,2.32,2019,IC50,=,9.6e-07,6.017728766960432
6uvy,1.71,2019,IC50,=,9.9e-07,6.00436480540245
6d4s,1.63,2019,IC50,=,9e-07,6.045757490560675
6o9x,1.7,2019,IC50,=,9e-07,6.045757490560675
6p11,2.15,2019,IC50,=,9e-07,6.045757490560675
6fv1,2.3,2019,IC50,=,1.08e-06,5.966576244513051
6oin,1.7,2019,IC50,=,1e-06,6.0
6p12,1.94,2019,IC50,=,1.11e-06,5.954677021213342
6rjp,2.57,2019,IC50,=,1.1000000000000001e-09,8.958607314841775
6d4r,1.34,2019,IC50,=,1.1e-06,5.958607314841775
6htc,2.8,2019,IC50,=,1.1e-06,5.958607314841775
6m88,1.9,2019,IC50,=,1.1e-06,5.958607314841775
6n82,2.0,2019,IC50,=,1.1e-06,5.958607314841775
6c67,2.11,2019,IC50,=,1.2e-06,5.920818753952375
6qfh,1.65,2019,IC50,=,1.38e-06,5.860120913598763
6hx8,2.4,2019,IC50,=,1.3e-06,5.886056647693163
6q5b,2.22,2019,IC50,=,1.3e-06,5.886056647693163
6i1r,2.8,2019,IC50,=,1.4499999999999999e-06,5.838631997765025
6nss,1.97,2019,IC50,=,1.4e-09,8.853871964321762
6rne,1.65,2019,IC50,=,1.5800000000000001e-09,8.801342913045577
6mny,2.8,2019,IC50,=,1.5000000000000002e-09,8.823908740944319
6ahs,1.75,2019,IC50,=,1.5e-06,5.823908740944319
6oah,2.2,2019,IC50,=,1.5e-06,5.823908740944319
6szj,2.53,2019,IC50,=,1.5e-06,5.823908740944319
6j5l,2.3,2019,IC50,=,1.6000000000000003e-09,8.795880017344075
6jib,2.25,2019,IC50,=,1.6e-06,5.795880017344075
5znl,2.8,2019,IC50,=,1.7000000000000001e-09,8.769551078621726
6jse,2.0,2019,IC50,=,1.7000000000000001e-09,8.769551078621726
6d4u,1.7,2019,IC50,=,1.98e-06,5.703334809738469
5z1r,1.62,2019,IC50,=,1.99e-06,5.701146923590294
5zqr,1.75,2019,IC50,=,1.06e-08,7.97469413473523
6itj,1.99,2019,IC50,=,1.08e-08,7.966576244513051
6jwa,1.78,2019,IC50,=,1.09e-05,4.962573502059376
6njj,2.3,2019,IC50,=,1.018e-06,5.99225222199926
6nji,2.45,2019,IC50,=,1.02e-07,6.991399828238082
6oyh,2.95,2019,IC50,=,1.04e-07,6.982966660701219
6htd,3.0,2019,IC50,=,1e-08,8.0
6ib2,2.1,2019,IC50,=,1e-08,8.0
6pyu,2.54,2019,IC50,=,1e-08,8.0
6udx,1.7,2019,IC50,=,1e-08,8.0
6g8l,1.37,2019,IC50,=,9.999999999999999e-06,5.0
6qh9,2.27,2019,IC50,=,9.999999999999999e-06,5.0
6nvh,1.9,2019,IC50,=,1.11e-08,7.954677021213342
6nvl,2.7,2019,IC50,=,1.11e-08,7.954677021213342
6msn,1.59,2019,IC50,=,1.13e-05,4.94692155651658
6kzc,2.0,2019,IC50,=,1.1460000000000001e-08,7.940815382368629
6ijl,2.35,2019,IC50,=,1.17e-08,7.931814138253839
6e6w,2.35,2019,IC50,=,1.1e-10,9.958607314841775
6f1w,1.86,2019,IC50,=,1.1000000000000001e-08,7.958607314841775
6htr,2.6,2019,IC50,=,1.1000000000000001e-08,7.958607314841775
6nel,2.0,2019,IC50,=,1.1000000000000001e-08,7.958607314841775
6pf5,2.39,2019,IC50,=,1.1e-05,4.958607314841775
6uhv,2.53,2019,IC50,=,1.2000000000000002e-07,6.920818753952375
6e4c,2.35,2019,IC50,=,1.2e-10,9.920818753952375
6g3c,1.6,2019,IC50,=,1.23e-07,6.910094888560602
6q6m,2.35,2019,IC50,=,1.28e-07,6.892790030352131
6nem,1.95,2019,IC50,=,1.2000000000000002e-08,7.920818753952375
6q9u,2.4,2019,IC50,=,1.3e-06,5.886056647693163
6n5f,1.93,2019,IC50,=,1.3880000000000003e-07,6.8576105338811635
6hmp,2.04,2019,IC50,=,1.3800000000000002e-07,6.860120913598763
6k0j,2.35,2019,IC50,=,1.3e-08,7.886056647693163
6i0k,1.64,2019,IC50,=,1.3e-05,4.886056647693163
6i0c,2.68,2019,IC50,=,1.4e-07,6.853871964321762
5ovf,2.01,2019,IC50,=,1.4e-07,6.853871964321762
6m95,1.8,2019,IC50,=,1.4e-07,6.853871964321762
6mo8,1.8,2019,IC50,=,1.43e-06,5.844663962534939
6q9q,2.1,2019,IC50,=,1.4500000000000001e-07,6.838631997765025
6hmr,1.78,2019,IC50,=,1.47e-07,6.8326826652518236
6qg7,2.1,2019,IC50,=,1.49e-07,6.826813731587726
6f7i,2.43,2019,IC50,=,1.4000000000000001e-08,7.853871964321762
6q39,2.21,2019,IC50,=,1.4000000000000001e-08,7.853871964321762
6qad,2.5,2019,IC50,=,1.4000000000000001e-08,7.853871964321762
6m8e,2.0,2019,IC50,=,1.4e-05,4.853871964321762
6qri,2.4,2019,IC50,=,1.521e-05,4.817870785947002
6i8z,1.99,2019,IC50,=,1.5800000000000003e-08,7.801342913045577
6pya,1.71,2019,IC50,=,1.5000000000000002e-07,6.823908740944319
6mo9,1.8,2019,IC50,=,1.542e-06,5.811915626285062
6skd,2.26,2019,IC50,=,1.585e-06,5.79997073344623
6dtn,1.48,2019,IC50,=,1.58e-07,6.801342913045577
6rn6,2.4,2019,IC50,=,1.58e-07,6.801342913045577
6hcu,1.62,2019,IC50,=,1.5000000000000002e-08,7.823908740944319
6iby,2.51,2019,IC50,=,1.5000000000000002e-08,7.823908740944319
6ic6,1.9,2019,IC50,=,1.5000000000000002e-08,7.823908740944319
6jz0,2.86,2019,IC50,=,1.5000000000000002e-08,7.823908740944319
6iuo,2.3,2019,IC50,=,1.63e-08,7.787812395596042
6c9n,2.1,2019,IC50,=,1.6499999999999998e-05,4.782516055786094
6htp,3.0,2019,IC50,=,1.6e-07,6.795880017344075
6ega,2.51,2019,IC50,=,1.6510000000000002e-07,6.782252926737207
6s9d,2.67,2019,IC50,=,1.6e-08,7.795880017344075
6pf4,2.85,2019,IC50,=,1.6e-05,4.795880017344075
6g8j,1.47,2019,IC50,=,1.7199999999999998e-05,4.764471553092451
6e3z,1.94,2019,IC50,=,1.74e-08,7.7594507517174005
6e6v,2.25,2019,IC50,=,1.7e-08,7.769551078621726
6q9s,2.4,2019,IC50,=,1.7e-08,7.769551078621726
6s7s,1.7,2019,IC50,=,1.7e-05,4.769551078621726
5zqp,1.99,2019,IC50,=,1.8300000000000002e-08,7.73754891026957
5y7h,3.0,2019,IC50,=,1.8700000000000002e-08,7.728158393463501
6uim,2.75,2019,IC50,=,1.8000000000000002e-07,6.7447274948966935
6nrf,2.0,2019,IC50,=,1.8000000000000002e-08,7.7447274948966935
6nwc,2.35,2019,IC50,=,1.8000000000000002e-08,7.7447274948966935
6q8p,3.0,2019,IC50,=,1.8000000000000002e-08,7.7447274948966935
6pf6,2.5,2019,IC50,=,1.8e-05,4.7447274948966935
5zqo,2.06,2019,IC50,=,1.94e-08,7.712198270069774
6skb,1.84,2019,IC50,=,1.99e-08,7.701146923590294
6c9r,2.1,2019,IC50,=,1.9650000000000002e-07,6.706637445288554
6f96,2.5,2019,IC50,=,1.9e-08,7.721246399047171
6qhr,2.52,2019,IC50,=,1.9e-08,7.721246399047171
6g8q,1.85,2019,IC50,=,1.8999999999999998e-05,4.721246399047171
6o1g,2.2,2019,IC50,=,1e-09,9.0
6ow7,1.45,2019,IC50,=,1e-09,9.0
6pyr,2.21,2019,IC50,=,1e-09,9.0
6hrw,2.45,2019,IC50,=,1e-06,6.0
6qff,1.64,2019,IC50,=,2.04e-06,5.690369832574102
6h4q,2.31,2019,IC50,=,2.0599999999999998e-06,5.686132779630847
6edl,2.8,2019,IC50,=,2e-09,8.698970004336019
6jut,2.1,2019,IC50,=,2.1e-09,8.67778070526608
6dha,1.88,2019,IC50,=,2.1e-06,5.6777807052660805
6e5b,2.77,2019,IC50,=,2.2000000000000003e-09,8.657577319177793
6m8c,1.8,2019,IC50,=,2.2e-06,5.657577319177793
6s7z,1.85,2019,IC50,=,2.2e-06,5.657577319177793
6hop,1.55,2019,IC50,=,2.3799999999999997e-06,5.623423042943488
6e3m,2.65,2019,IC50,=,2.3e-09,8.638272163982407
6gcw,2.0,2019,IC50,=,2.3e-09,8.638272163982407
6c9p,2.0,2019,IC50,=,2.2999999999999996e-06,5.638272163982407
6m89,1.85,2019,IC50,=,2.2999999999999996e-06,5.638272163982407
6ufn,2.7,2019,IC50,=,2.2999999999999996e-06,5.638272163982407
6n3o,2.4,2019,IC50,=,2.4e-09,8.619788758288394
6r7d,2.35,2019,IC50,=,2.4e-09,8.619788758288394
6ebw,2.46,2019,IC50,=,2.5e-09,8.602059991327963
6qcj,2.01,2019,IC50,=,2.4999999999999998e-06,5.6020599913279625
6jmf,2.0,2019,IC50,=,2.6e-09,8.585026652029182
6nvi,2.12,2019,IC50,=,2.6e-09,8.585026652029182
6hys,2.6,2019,IC50,=,2.6e-06,5.585026652029182
6q7v,2.56,2019,IC50,=,2.6e-06,5.585026652029182
6p8x,2.11,2019,IC50,=,2.7799999999999996e-06,5.555955204081924
6peb,2.46,2019,IC50,=,2.7e-09,8.568636235841012
6hgv,2.0,2019,IC50,=,2.8e-06,5.552841968657781
6hvw,3.0,2019,IC50,=,2.8e-06,5.552841968657781
6n7z,2.55,2019,IC50,=,2.8e-06,5.552841968657781
6kzd,1.71,2019,IC50,=,2.9500000000000004e-09,8.530177984021837
6rz6,2.43,2019,IC50,=,2.9e-09,8.537602002101044
6pgo,1.6,2019,IC50,=,2.01e-05,4.696803942579511
6im6,1.7,2019,IC50,=,2.07e-05,4.684029654543083
6jsz,1.53,2019,IC50,=,2.0900000000000003e-06,5.679853713888946
6e0r,2.3,2019,IC50,=,2e-08,7.698970004336019
6m7h,1.6,2019,IC50,=,1.9999999999999998e-05,4.698970004336019
6etg,1.28,2019,IC50,=,2.18e-05,4.661543506395395
5zqq,2.29,2019,IC50,=,2.19e-08,7.6595558851598815
6hvv,2.7,2019,IC50,=,2.15e-07,6.667561540084395
5zcu,2.41,2019,IC50,=,2.16e-06,5.665546248849069
5ovi,2.2,2019,IC50,=,2.1000000000000003e-08,7.6777807052660805
5qj2,2.82,2019,IC50,=,2.1000000000000003e-08,7.6777807052660805
6msc,2.36,2019,IC50,=,2.1000000000000003e-08,7.6777807052660805
6q7h,2.3,2019,IC50,=,2.1000000000000003e-08,7.6777807052660805
6gjd,1.58,2019,IC50,=,2.2000000000000002e-08,7.657577319177793
6ic0,2.6,2019,IC50,=,2.2000000000000002e-08,7.657577319177793
6ibz,2.44,2019,IC50,=,2.2000000000000002e-08,7.657577319177793
6qaa,1.9,2019,IC50,=,2.2000000000000002e-08,7.657577319177793
6iup,2.0,2019,IC50,=,2.3100000000000002e-08,7.636388020107856
6nyw,2.19,2019,IC50,=,2.3000000000000002e-07,6.638272163982407
6qw9,1.04,2019,IC50,=,2.3000000000000002e-07,6.638272163982407
5qj3,2.76,2019,IC50,=,2.4000000000000003e-08,7.619788758288394
6f26,1.83,2019,IC50,=,2.4000000000000003e-08,7.619788758288394
6ps9,1.21,2019,IC50,=,2.4e-05,4.619788758288394
6iar,1.84,2019,IC50,=,2.5100000000000003e-08,7.600326278518962
6oa1,1.8,2019,IC50,=,2.5699999999999998e-05,4.590066876668706
6n3z,2.24,2019,IC50,=,2.5930000000000005e-07,6.586197483230649
6imi,1.46,2019,IC50,=,2.61e-05,4.583359492661719
6hvu,2.9,2019,IC50,=,2.6e-07,6.585026652029182
6qwa,1.06,2019,IC50,=,2.6e-07,6.585026652029182
6s9c,2.73,2019,IC50,=,2.67e-07,6.573488738635425
6huc,3.0,2019,IC50,=,2.6e-08,7.585026652029182
6nd3,2.36,2019,IC50,=,2.6e-05,4.585026652029182
6hmb,1.04,2019,IC50,=,2.73e-07,6.5638373529592435
6hv0,2.73,2019,IC50,=,2.7600000000000004e-07,6.559090917934782
6n3l,2.61,2019,IC50,=,2.7e-08,7.568636235841013
6nri,2.2,2019,IC50,=,2.7e-08,7.568636235841013
6udy,1.7,2019,IC50,=,2.7e-08,7.568636235841013
5ovh,2.3,2019,IC50,=,2.8e-07,6.552841968657781
5z5v,1.66,2019,IC50,=,2.87e-07,6.542118103266008
6ke0,2.95,2019,IC50,=,2.8000000000000003e-08,7.552841968657781
6pf3,2.39,2019,IC50,=,2.8e-05,4.552841968657781
6hwu,2.3,2019,IC50,=,2.9100000000000002e-08,7.536107011014093
6q8k,2.29,2019,IC50,=,2.9000000000000003e-07,6.5376020021010435
6kdx,2.44,2019,IC50,=,2.94e-07,6.531652669587842
6m9l,2.45,2019,IC50,=,2.9e-08,7.5376020021010435
6mhm,2.74,2019,IC50,=,2.9e-08,7.5376020021010435
6n3k,2.2,2019,IC50,=,2.9e-08,7.5376020021010435
6q6o,2.3,2019,IC50,=,2.9e-08,7.5376020021010435
6ibx,2.11,2019,IC50,=,2e-09,8.698970004336019
6p1l,2.8,2019,IC50,=,2e-09,8.698970004336019
6npi,1.5,2019,IC50,=,2e-06,5.698970004336019
6qfg,1.68,2019,IC50,=,3.0099999999999996e-06,5.521433504406157
6qae,2.49,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6rpg,2.7,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6hs0,1.45,2019,IC50,=,3.16e-06,5.5003129173815966
6izq,2.45,2019,IC50,=,3.19e-06,5.496209316942819
6hs4,2.05,2019,IC50,=,3.1e-06,5.508638306165727
6jsf,2.3,2019,IC50,=,3.3e-09,8.481486060122112
6q9o,1.21,2019,IC50,=,3.4000000000000003e-09,8.468521082957745
6ak4,2.8,2019,IC50,=,3.5e-06,5.455931955649724
6oag,2.3,2019,IC50,=,3.7e-06,5.431798275933005
6jsn,2.6,2019,IC50,=,3.8e-09,8.42021640338319
6mso,2.05,2019,IC50,=,3.7999999999999996e-06,5.42021640338319
6mzw,2.2,2019,IC50,=,3.9e-09,8.4089353929735
6mzq,2.0,2019,IC50,=,3.9e-09,8.4089353929735
6q9l,1.13,2019,IC50,=,3.9e-09,8.4089353929735
6nkp,2.03,2019,IC50,=,3.0000000000000004e-07,6.522878745280337
6hv5,3.0,2019,IC50,=,3.25e-07,6.488116639021126
6hvr,2.7,2019,IC50,=,3.3e-07,6.481486060122113
6r8p,1.45,2019,IC50,=,3.2999999999999996e-05,4.481486060122113
6gcl,1.95,2019,IC50,=,3.4200000000000005e-05,4.465973893943865
6ufo,2.68,2019,IC50,=,3.5e-05,4.455931955649724
6g8k,1.25,2019,IC50,=,3.54e-05,4.450996737974212
6n5h,1.72,2019,IC50,=,3.579e-07,6.446238301609996
6a6k,2.9,2019,IC50,=,3.5e-08,7.455931955649724
6huu,2.8,2019,IC50,=,3.5e-08,7.455931955649724
6k1q,2.7,2019,IC50,=,3.5e-08,7.455931955649724
6qft,2.7,2019,IC50,=,3.5e-08,7.455931955649724
6nrj,1.65,2019,IC50,=,3.6000000000000005e-08,7.443697499232712
6q9y,1.2,2019,IC50,=,3.7e-06,5.431798275933005
6uii,2.65,2019,IC50,=,3.7e-07,6.431798275933005
6n5c,1.95,2019,IC50,=,3.75e-07,6.425968732272281
6f86,1.9,2019,IC50,=,3.7e-08,7.431798275933005
6s9x,2.6,2019,IC50,=,3.8100000000000004e-07,6.419075024324381
6r7j,1.84,2019,IC50,=,3.98e-08,7.400116927926312
6p1d,2.4,2019,IC50,=,3.9000000000000005e-08,7.4089353929735005
6hgy,2.2,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6ny4,2.33,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6ow2,1.7,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6pl3,3.0,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6rj6,1.98,2019,IC50,=,3.0000000000000004e-09,8.522878745280337
6fne,2.5,2019,IC50,=,3e-06,5.522878745280337
6s43,1.42,2019,IC50,=,4e-06,5.3979400086720375
6e5g,2.43,2019,IC50,=,4.2999999999999995e-06,5.366531544420414
6imr,1.5,2019,IC50,=,4.2999999999999995e-06,5.366531544420414
6tld,1.61,2019,IC50,=,4.44e-06,5.35261702988538
6fu1,1.55,2019,IC50,=,4.4e-06,5.356547323513812
6m8b,1.8,2019,IC50,=,4.4e-06,5.356547323513812
6eb1,2.2,2019,IC50,=,4.65e-06,5.3325470471100465
6jsg,2.3,2019,IC50,=,4.6e-09,8.337242168318426
6mo4,1.84,2019,IC50,=,4.6e-09,8.337242168318426
6gcr,2.3,2019,IC50,=,4.700000000000001e-09,8.327902142064282
6oe3,2.9,2019,IC50,=,4.8e-09,8.318758762624412
6hot,1.5,2019,IC50,=,4.01e-05,4.396855627379818
5ovg,2.3,2019,IC50,=,4.0000000000000003e-07,6.3979400086720375
6qw8,1.1,2019,IC50,=,4.0000000000000003e-07,6.3979400086720375
6ib0,2.6,2019,IC50,=,4e-08,7.3979400086720375
6i0p,1.9,2019,IC50,=,3.9999999999999996e-05,4.3979400086720375
6nk0,1.53,2019,IC50,=,4.1000000000000004e-07,6.3872161432802645
6pyb,1.8,2019,IC50,=,4.2000000000000004e-06,5.376750709602099
6pdj,1.81,2019,IC50,=,4.2000000000000006e-08,7.376750709602099
6nsp,2.31,2019,IC50,=,4.4100000000000004e-08,7.355561410532162
6q37,2.21,2019,IC50,=,4.4e-07,6.356547323513812
6j10,2.3,2019,IC50,=,4.4500000000000003e-07,6.351639989019068
6e3g,2.1,2019,IC50,=,4.4000000000000004e-08,7.356547323513812
6qme,1.81,2019,IC50,=,4.4e-05,4.356547323513813
6mep,2.89,2019,IC50,=,4.5000000000000006e-08,7.346787486224656
6i0r,2.1,2019,IC50,=,4.4999999999999996e-05,4.346787486224656
6qw7,1.78,2019,IC50,=,4.7000000000000005e-07,6.327902142064283
6oco,2.58,2019,IC50,=,4.7400000000000004e-07,6.324221658325915
6mdd,2.05,2019,IC50,=,4.7e-05,4.327902142064283
6agt,1.95,2019,IC50,=,4e-09,8.397940008672037
6n9p,2.23,2019,IC50,=,4e-09,8.397940008672037
6oyw,2.6,2019,IC50,=,4e-09,8.397940008672037
6qha,1.82,2019,IC50,=,5.0099999999999995e-06,5.300162274132754
6jt3,2.4,2019,IC50,=,5e-09,8.301029995663981
6p5w,1.69,2019,IC50,=,5.0999999999999995e-06,5.292429823902063
6a84,1.98,2019,IC50,=,5.3e-09,8.275724130399212
6nvj,2.3,2019,IC50,=,5.3e-09,8.275724130399212
6dtw,2.74,2019,IC50,=,5.5000000000000004e-09,8.259637310505756
6hzu,2.2,2019,IC50,=,5.5000000000000004e-09,8.259637310505756
6m8a,1.75,2019,IC50,=,5.5e-06,5.259637310505756
6hp9,1.96,2019,IC50,=,5.6e-09,8.2518119729938
6d4w,1.8,2019,IC50,=,5.6e-06,5.251811972993799
6oyt,2.82,2019,IC50,=,5.900000000000001e-09,8.229147988357855
6fff,1.67,2019,IC50,=,5.0100000000000005e-08,7.300162274132754
6r7k,1.54,2019,IC50,=,5.0100000000000005e-08,7.300162274132754
6rn7,1.66,2019,IC50,=,5.0100000000000005e-08,7.300162274132754
6hy2,1.6,2019,IC50,=,5.0000000000000004e-08,7.301029995663981
5y7j,2.52,2019,IC50,=,5.1700000000000006e-08,7.286509456906058
6hva,2.9,2019,IC50,=,5.250000000000001e-07,6.279840696594043
6aa5,1.9,2019,IC50,=,5.2e-08,7.2839966563652006
6hv2,1.71,2019,IC50,=,5.2e-05,4.2839966563652006
6hou,1.8,2019,IC50,=,5.34e-05,4.272458742971444
6nrh,1.5,2019,IC50,=,5.5e-08,7.259637310505756
6kla,2.11,2019,IC50,=,5.6000000000000005e-08,7.251811972993799
6nrg,1.7,2019,IC50,=,5.6000000000000005e-08,7.251811972993799
6s7k,1.55,2019,IC50,=,5.6999999999999996e-05,4.2441251443275085
6imb,1.55,2019,IC50,=,5.85e-05,4.23284413391782
6imd,1.5,2019,IC50,=,5.85e-05,4.23284413391782
6q9w,1.55,2019,IC50,=,5.800000000000001e-07,6.236572006437063
6hv4,3.0,2019,IC50,=,5.900000000000001e-07,6.229147988357855
5z1e,2.3,2019,IC50,=,5e-09,8.301029995663981
5z1d,2.28,2019,IC50,=,5e-09,8.301029995663981
6hcv,2.2,2019,IC50,=,5e-09,8.301029995663981
6q7a,2.2,2019,IC50,=,5e-09,8.301029995663981
6rna,2.62,2019,IC50,=,5e-09,8.301029995663981
6p10,2.3,2019,IC50,=,6e-06,5.221848749616356
6od6,2.0,2019,IC50,=,6.16e-09,8.210419287835574
6jpj,2.64,2019,IC50,=,6.200000000000001e-09,8.207608310501746
6qab,2.49,2019,IC50,=,6.200000000000001e-09,8.207608310501746
6qac,2.77,2019,IC50,=,6.200000000000001e-09,8.207608310501746
6rln,2.87,2019,IC50,=,6.3e-09,8.200659450546418
6rn9,1.9,2019,IC50,=,6.3e-09,8.200659450546418
6qhc,1.87,2019,IC50,=,6.3e-06,5.200659450546418
6uvv,1.63,2019,IC50,=,6.639999999999999e-06,5.1778319206319825
6hbn,1.59,2019,IC50,=,6.070000000000001e-07,6.2168113089247425
6d5w,2.48,2019,IC50,=,6.3e-05,4.200659450546418
6ffg,1.59,2019,IC50,=,6.31e-08,7.199970640755866
6qho,2.7,2019,IC50,=,6.310000000000001e-07,6.199970640755866
6s55,2.09,2019,IC50,=,6.310000000000001e-07,6.199970640755866
6oi9,2.06,2019,IC50,=,6.4e-08,7.1938200260161125
6hor,1.8,2019,IC50,=,6.549999999999999e-05,4.183758700008217
6eg9,2.41,2019,IC50,=,6.690000000000001e-08,7.174573882232177
6npt,2.19,2019,IC50,=,6.83e-08,7.165579296318468
6ijh,2.6,2019,IC50,=,6.8e-08,7.167491087293763
6hzv,2.46,2019,IC50,=,6.000000000000001e-09,8.221848749616356
6ic5,2.0,2019,IC50,=,6.000000000000001e-09,8.221848749616356
6qxu,1.2,2019,IC50,=,7.000000000000001e-09,8.154901959985743
6m8d,2.0,2019,IC50,=,7.2e-06,5.142667503568732
6n7y,2.0,2019,IC50,=,7.699999999999999e-06,5.113509274827519
6q9h,2.0,2019,IC50,=,7.8e-09,8.10790539730952
6hrx,1.87,2019,IC50,=,7.9e-06,5.102372908709558
6pys,2.19,2019,IC50,=,7e-08,7.154901959985743
6huq,3.0,2019,IC50,=,7.200000000000001e-08,7.142667503568732
6uf0,1.96,2019,IC50,=,7.3e-08,7.136677139879544
6ic7,2.0,2019,IC50,=,7.800000000000001e-08,7.107905397309519
6jjn,2.5,2019,IC50,=,7.8e-05,4.107905397309519
6skc,2.18,2019,IC50,=,7.940000000000001e-08,7.100179497572904
6psb,1.59,2019,IC50,=,7.9e-05,4.102372908709558
6a1c,1.68,2019,IC50,=,7.000000000000001e-09,8.154901959985743
6mob,1.8,2019,IC50,=,7.000000000000001e-09,8.154901959985743
6c9q,1.95,2019,IC50,=,8e-06,5.096910013008056
6n4t,1.95,2019,IC50,=,8.1e-09,8.09151498112135
6jid,2.5,2019,IC50,=,8.3e-06,5.080921907623926
6fym,2.15,2019,IC50,=,8.550000000000001e-06,5.068033885271827
6s8a,2.6,2019,IC50,=,8.5e-09,8.070581074285707
6nvg,1.99,2019,IC50,=,8.5e-09,8.070581074285707
6s89,2.7,2019,IC50,=,8.600000000000001e-09,8.065501548756432
6qg4,2.3,2019,IC50,=,8.600000000000001e-09,8.065501548756432
6a3n,2.6,2019,IC50,=,8.7e-09,8.060480747381382
6uil,2.85,2019,IC50,=,8e-08,7.096910013008056
6djj,1.74,2019,IC50,=,7.999999999999999e-05,4.096910013008056
6sze,2.94,2019,IC50,=,7.999999999999999e-05,4.096910013008056
6hwv,1.7,2019,IC50,=,8.32e-08,7.079876673709276
6moa,1.27,2019,IC50,=,8.3e-08,7.080921907623926
6msa,2.06,2019,IC50,=,8.400000000000001e-08,7.075720713938118
6f8j,1.95,2019,IC50,=,8.6e-08,7.0655015487564325
6e6j,2.44,2019,IC50,=,8e-09,8.096910013008056
6gjb,1.82,2019,IC50,=,8e-09,8.096910013008056
6hub,2.9,2019,IC50,=,8e-09,8.096910013008056
