pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity,split
5hlm,2.5,2017,Kd,=,1.27e-06,5.896196279044043,train
5u2j,1.6,2017,Kd,=,1.2e-06,5.920818753952375,train
6eux,2.05,2017,Kd,=,1.2e-06,5.920818753952375,train
5tqs,1.88,2017,Kd,=,1.3899999999999998e-06,5.856985199745905,train
5mty,2.31,2017,Kd,=,1.3e-09,8.886056647693163,train
5mme,1.35,2017,Kd,=,1.4e-06,5.853871964321762,train
5k0m,1.83,2017,Kd,=,1.5e-09,8.823908740944319,train
5oei,1.78,2017,Kd,=,1.6e-06,5.795880017344075,train
5lrq,1.7,2017,Kd,=,1.6e-06,5.795880017344075,train
5n7v,2.52,2017,Kd,=,1.7e-09,8.769551078621726,train
5n8t,1.61,2017,Kd,=,1.84e-06,5.735182176990463,train
5ota,2.1,2017,Kd,=,1.8e-06,5.7447274948966935,train
5gj9,2.1,2017,Kd,=,1.02e-05,4.991399828238083,train
5mgk,2.3,2017,Kd,=,0.0001,4.0,train
5vdu,2.73,2017,Kd,=,0.0001,4.0,train
5vdv,3.0,2017,Kd,=,0.0001,4.0,train
5vdw,2.71,2017,Kd,=,0.0001,4.0,train
5vs6,2.27,2017,Kd,=,1.04e-07,6.982966660701219,train
5usz,2.1,2017,Kd,=,1.0600000000000001e-07,6.97469413473523,train
5vse,1.6,2017,Kd,=,1.07e-06,5.97061622231479,train
5x54,2.3,2017,Kd,=,1e-05,5.0,train
5vc5,1.93,2017,Kd,=,1.1000000000000001e-08,7.958607314841775,train
5w7i,2.11,2017,Kd,=,1.12e-05,4.950781977329818,train
6azl,2.48,2017,Kd,=,1.18e-05,4.928117992693875,train
5vcw,2.25,2017,Kd,=,1.105e-06,5.95663772197887,train
5j71,1.65,2017,Kd,=,1.1e-07,6.958607314841775,train
5v35,2.5,2017,Kd,=,1.1e-07,6.958607314841775,train
5n84,2.3,2017,Kd,=,1.1000000000000001e-08,7.958607314841775,train
5ta2,1.48,2017,Kd,=,1.1000000000000001e-08,7.958607314841775,train
5lpl,1.65,2017,Kd,=,1.2e-05,4.920818753952375,train
5v5y,1.9,2017,Kd,=,1.3400000000000001e-08,7.872895201635193,train
5vc6,2.0,2017,Kd,=,1.3600000000000001e-08,7.866461091629782,train
5tci,2.45,2017,Kd,=,1.3200000000000004e-07,6.87942606879415,train
5ipc,1.3,2017,Kd,=,1.3e-05,4.886056647693163,train
5jsg,2.5,2017,Kd,=,1.4199999999999998e-05,4.847711655616943,train
5wyq,2.16,2017,Kd,=,1.44e-05,4.841637507904751,train
5vwi,1.75,2017,Kd,=,1.45e-05,4.838631997765025,train
5j64,1.38,2017,Kd,=,1.4e-07,6.853871964321762,train
5mi3,2.8,2017,Kd,=,1.46e-07,6.835647144215563,train
5uc1,2.35,2017,Kd,=,1.4e-08,7.853871964321762,train
5wuk,2.03,2017,Kd,=,1.4e-08,7.853871964321762,train
5vcv,1.92,2017,Kd,=,1.5000000000000002e-07,6.823908740944319,train
5nk6,1.27,2017,Kd,=,1.58e-07,6.801342913045577,train
5kj2,1.95,2017,Kd,=,1.5000000000000002e-08,7.823908740944319,train
5orl,1.69,2017,Kd,=,1.5e-05,4.823908740944319,train
5jn9,2.1,2017,Kd,=,1.62e-08,7.790484985457369,train
5uwi,2.14,2017,Kd,=,1.6e-06,5.795880017344075,train
5uwp,2.05,2017,Kd,=,1.6e-06,5.795880017344075,train
5j8m,1.9,2017,Kd,=,1.6e-07,6.795880017344075,train
5gvp,2.26,2017,Kd,=,1.65e-07,6.782516055786093,train
5njz,1.77,2017,Kd,=,1.6e-08,7.795880017344075,train
5j3l,1.66,2017,Kd,=,1.6e-05,4.795880017344075,train
5mtx,1.8,2017,Kd,=,1.77e-08,7.752026733638194,train
5nvz,2.7,2017,Kd,=,1.7000000000000001e-07,6.769551078621726,train
5nvw,2.2,2017,Kd,=,1.7000000000000001e-07,6.769551078621726,train
5ugh,2.06,2017,Kd,=,1.7000000000000001e-07,6.769551078621726,train
5j6n,1.9,2017,Kd,=,1.7e-08,7.769551078621726,train
5j9x,1.8,2017,Kd,=,1.7e-08,7.769551078621726,train
5j6a,2.05,2017,Kd,=,1.7e-08,7.769551078621726,train
5w5s,2.28,2017,Kd,=,1.7e-08,7.769551078621726,train
5iyy,1.6,2017,Kd,=,1.7e-05,4.769551078621726,train
5gmn,1.8,2017,Kd,=,1.88e-05,4.72584215073632,train
5lla,1.5,2017,Kd,=,1.89e-08,7.723538195826756,train
5j27,1.7,2017,Kd,=,1.8000000000000002e-07,6.7447274948966935,train
5nk2,1.65,2017,Kd,=,1.8200000000000002e-07,6.739928612014925,train
5x73,2.5,2017,Kd,=,1.84e-07,6.735182176990463,train
5gvm,2.24,2017,Kd,=,1.8600000000000002e-07,6.730487055782084,train
5wip,2.62,2017,Kd,=,1.96e-05,4.707743928643524,train
5nki,1.68,2017,Kd,=,1.9e-08,7.721246399047171,train
5nkc,1.45,2017,Kd,=,1.9e-08,7.721246399047171,train
6asz,1.52,2017,Kd,=,1.9e-05,4.721246399047171,train
5nk4,1.45,2017,Kd,=,2e-09,8.698970004336019,train
5mro,1.8,2017,Kd,=,2e-06,5.698970004336019,train
5ouh,2.5,2017,Kd,=,2.14e-06,5.669586226650809,train
6esj,2.98,2017,Kd,=,2.1e-06,5.6777807052660805,train
5gv2,2.06,2017,Kd,=,2.23e-06,5.651695136951839,train
5n93,2.1,2017,Kd,=,2.2000000000000003e-09,8.657577319177793,train
5x74,2.25,2017,Kd,=,2.3e-09,8.638272163982407,train
6azk,2.48,2017,Kd,=,2.3e-06,5.638272163982407,train
6euv,2.7,2017,Kd,=,2.4e-09,8.619788758288394,train
5mgx,2.18,2017,Kd,=,2.6e-06,5.585026652029182,train
5n9r,2.23,2017,Kd,=,2.6e-06,5.585026652029182,train
5lpm,1.5,2017,Kd,=,2.77e-06,5.557520230935552,train
5j6m,1.64,2017,Kd,=,2.7e-09,8.568636235841012,train
6au5,2.48,2017,Kd,=,2.7e-06,5.568636235841013,train
5n8j,1.05,2017,Kd,=,2.87e-06,5.542118103266008,train
5gja,2.1,2017,Kd,=,2.8e-06,5.552841968657781,train
6bw3,2.2,2017,Kd,=,2.96e-06,5.528708288941061,train
5szc,1.19,2017,Kd,=,2.04e-05,4.690369832574102,train
5nvv,2.1,2017,Kd,=,2.0000000000000002e-07,6.698970004336019,train
5ml3,1.4,2017,Kd,=,2.03e-10,9.692503962086787,train
5h85,1.7,2017,Kd,=,2e-05,4.698970004336019,train
5ipa,1.78,2017,Kd,=,2e-05,4.698970004336019,train
5vfj,2.08,2017,Kd,=,2e-05,4.698970004336019,train
5wbm,2.16,2017,Kd,=,2e-05,4.698970004336019,train
5nkg,1.1,2017,Kd,=,2.1000000000000003e-08,7.67778070526608,train
5wyz,2.3,2017,Kd,=,2.1000000000000003e-08,7.67778070526608,train
5kab,1.97,2017,Kd,=,2.1e-05,4.6777807052660805,train
5vdt,2.58,2017,Kd,=,2.1e-05,4.6777807052660805,train
5nk8,1.76,2017,Kd,=,2.2900000000000005e-07,6.640164517660112,train
5tcy,1.9,2017,Kd,=,2.2000000000000002e-08,7.657577319177793,train
5j1r,1.92,2017,Kd,=,2.2e-05,4.657577319177793,train
6ezq,2.39,2017,Kd,=,2.2e-05,4.657577319177793,train
5n34,1.22,2017,Kd,=,2.327e-05,4.63320361671327,train
5v13,1.84,2017,Kd,=,2.3300000000000003e-08,7.632644078973981,train
6bhe,1.35,2017,Kd,=,2.39e-05,4.621602099051862,train
5jq5,1.94,2017,Kd,=,2.341e-06,5.630598586303376,train
5m77,1.46,2017,Kd,=,2.47e-08,7.607303046740334,train
5mwj,2.04,2017,Kd,=,2.47e-08,7.607303046740334,train
5km3,1.2,2017,Kd,=,2.49e-05,4.603800652904264,train
5jgq,1.6,2017,Kd,=,2.4e-05,4.619788758288394,train
5nw1,2.1,2017,Kd,=,2.5000000000000004e-07,6.6020599913279625,train
5oq4,2.7,2017,Kd,=,2.5e-08,7.602059991327962,train
5t9u,2.3,2017,Kd,=,2.5e-08,7.602059991327962,train
5u0g,1.54,2017,Kd,=,2.62e-05,4.581698708680254,train
5n7g,2.95,2017,Kd,=,2.63e-05,4.580044251510242,train
5nkd,1.41,2017,Kd,=,2.6e-08,7.585026652029182,train
5ka3,2.14,2017,Kd,=,2.6e-05,4.585026652029182,train
5ovr,2.15,2017,Kd,=,2.72e-05,4.565431095965802,train
5cpr,2.22,2017,Kd,=,2.75e-08,7.560667306169737,train
5vcy,1.56,2017,Kd,=,2.7e-07,6.568636235841013,train
5h5o,2.12,2017,Kd,=,2.74e-07,6.562249437179612,train
5w6t,2.59,2017,Kd,=,2.7e-08,7.568636235841013,train
5ko5,1.36,2017,Kd,=,2.7e-05,4.568636235841013,train
5u0d,1.59,2017,Kd,=,2.86e-05,4.543633966870957,train
5hyx,2.6,2017,Kd,=,2.8e-07,6.552841968657781,train
5vcx,2.7,2017,Kd,=,2.8170000000000003e-06,5.5502131530142265,train
6b7e,2.1,2017,Kd,=,2.8e-05,4.552841968657781,train
5myo,1.59,2017,Kd,=,2.93e-11,10.53313237964589,train
5mrp,1.9,2017,Kd,=,3e-06,5.522878745280337,train
5nn6,2.0,2017,Kd,=,3e-06,5.522878745280337,train
6bw4,2.0,2017,Kd,=,3.15e-06,5.501689446210399,train
5vzy,2.32,2017,Kd,=,3.2e-09,8.494850021680094,train
5mav,2.58,2017,Kd,=,3.3e-06,5.481486060122113,train
5vwk,2.35,2017,Kd,=,3.3e-06,5.481486060122113,train
5u0f,1.21,2017,Kd,=,3.4e-06,5.468521082957745,train
5nka,1.38,2017,Kd,=,3.5e-06,5.455931955649724,train
5txy,1.21,2017,Kd,=,3.5e-06,5.455931955649724,train
5u13,1.95,2017,Kd,=,3.9e-06,5.4089353929735005,train
5jjm,2.15,2017,Kd,=,3.06e-08,7.51427857351842,train
5nw0,2.3,2017,Kd,=,3.0000000000000004e-07,6.522878745280337,train
5m2q,1.7,2017,Kd,=,3.0000000000000004e-08,7.522878745280337,train
5jhd,2.46,2017,Kd,=,3e-05,4.522878745280337,train
5myg,2.3,2017,Kd,=,3.1e-08,7.508638306165727,train
5usy,2.0,2017,Kd,=,3.1e-08,7.508638306165727,train
5tya,1.5,2017,Kd,=,3.29e-05,4.482804102050026,train
5nw2,2.2,2017,Kd,=,3.2e-07,6.494850021680094,train
5vd0,2.13,2017,Kd,=,3.2400000000000004e-07,6.489454989793388,train
5isz,2.06,2017,Kd,=,3.2e-05,4.494850021680094,train
5wii,2.79,2017,Kd,=,3.2e-05,4.494850021680094,train
5ka1,1.84,2017,Kd,=,3.3e-05,4.481486060122113,train
5ml6,1.87,2017,Kd,=,3.58e-10,9.446116973356126,train
5f61,1.45,2017,Kd,=,3.5e-08,7.455931955649724,train
5b6g,1.99,2017,Kd,=,3.6000000000000005e-08,7.443697499232712,train
5h5f,1.7,2017,Kd,=,3.72e-05,4.429457060118103,train
5x62,2.2,2017,Kd,=,3.790000000000001e-07,6.421360790031928,train
5kad,1.9,2017,Kd,=,3.7e-05,4.431798275933005,train
5tw5,1.85,2017,Kd,=,3.8100000000000004e-08,7.419075024324381,train
5jm4,2.34,2017,Kd,=,3.8e-08,7.42021640338319,train
5nk3,1.59,2017,Kd,=,3.8e-08,7.42021640338319,train
5mk9,0.92,2017,Kd,=,3.8e-05,4.42021640338319,train
5ka9,2.07,2017,Kd,=,3.9e-05,4.4089353929735005,train
5vi6,1.24,2017,Kd,=,3e-09,8.522878745280337,train
5j1x,2.1,2017,Kd,=,3e-06,5.522878745280337,train
5wqj,1.2,2017,Kd,=,3e-06,5.522878745280337,train
5wrs,2.75,2017,Kd,=,3e-06,5.522878745280337,train
5u11,1.99,2017,Kd,=,4.5e-06,5.346787486224656,train
5u14,1.95,2017,Kd,=,4.599999999999999e-06,5.337242168318426,train
5nf9,1.87,2017,Kd,=,4.7e-06,5.327902142064283,train
5mlo,1.96,2017,Kd,=,4.8e-06,5.318758762624412,train
5n17,1.6,2017,Kd,=,4.8e-06,5.318758762624412,train
5km0,1.53,2017,Kd,=,4.9000000000000005e-06,5.309803919971486,train
5n2z,1.37,2017,Kd,=,4.9000000000000005e-06,5.309803919971486,train
5tuz,1.95,2017,Kd,=,4e-08,7.397940008672037,train
5ufp,1.9,2017,Kd,=,4.2500000000000003e-08,7.371611069949688,train
5lny,1.88,2017,Kd,=,4.2000000000000006e-08,7.376750709602099,train
5tcj,2.4,2017,Kd,=,4.2000000000000006e-08,7.376750709602099,train
5ut4,2.0,2017,Kd,=,4.2e-05,4.376750709602099,train
5vc4,2.1,2017,Kd,=,4.3700000000000014e-08,7.359518563029578,train
5f60,1.35,2017,Kd,=,4.3e-08,7.366531544420414,train
5vcz,1.5,2017,Kd,=,4.44e-07,6.35261702988538,train
5wbp,2.74,2017,Kd,=,4.4e-05,4.356547323513813,train
5n3v,1.12,2017,Kd,=,4.524e-05,4.344477403746582,train
5ka7,2.06,2017,Kd,=,4.5e-05,4.346787486224656,train
5nk7,1.89,2017,Kd,=,4.68e-07,6.329754146925876,train
5mrb,2.2,2017,Kd,=,4.71e-07,6.326979092871103,train
5ogl,2.7,2017,Kd,=,4.85e-05,4.314258261397736,train
5m28,1.08,2017,Kd,=,4.8e-05,4.318758762624412,train
5tw2,1.75,2017,Kd,=,4.9700000000000015e-08,7.303643611266668,train
5ll4,1.12,2017,Kd,=,4e-09,8.397940008672037,train
5jsj,2.35,2017,Kd,=,4e-06,5.3979400086720375,train
5lsg,2.0,2017,Kd,=,4e-06,5.3979400086720375,train
5mqe,1.65,2017,Kd,=,4e-06,5.3979400086720375,train
5y59,2.4,2017,Kd,=,5.1e-06,5.292429823902063,train
5v2q,1.7,2017,Kd,=,5.2e-09,8.2839966563652,train
5g5f,2.3,2017,Kd,=,5.2e-06,5.2839966563652006,train
5ltn,1.88,2017,Kd,=,5.379999999999999e-06,5.269217724333611,train
5irr,2.04,2017,Kd,=,5.4e-06,5.267606240177032,train
5twj,2.3,2017,Kd,=,5.58e-06,5.253365801062421,train
5j86,1.87,2017,Kd,=,5.5e-09,8.259637310505756,train
5b5f,1.2,2017,Kd,=,5.6e-06,5.251811972993799,train
5nfa,1.59,2017,Kd,=,5.6e-06,5.251811972993799,train
5n7x,1.12,2017,Kd,=,5.7e-06,5.2441251443275085,train
5w1e,2.06,2017,Kd,=,5.8e-06,5.236572006437063,train
5tzo,1.67,2017,Kd,=,5.9e-06,5.229147988357856,train
5jn8,1.85,2017,Kd,=,5e-08,7.301029995663981,train
5jgi,1.38,2017,Kd,=,5e-05,4.301029995663981,train
5vsc,1.4,2017,Kd,=,5.1e-07,6.292429823902063,train
5mgj,2.1,2017,Kd,=,5.1e-05,4.292429823902063,train
6b7d,1.8,2017,Kd,=,5.2e-05,4.2839966563652006,train
5mgf,1.9,2017,Kd,=,5.4e-05,4.267606240177032,train
6bhi,1.4,2017,Kd,=,5.56e-05,4.254925208417943,train
5ut6,1.65,2017,Kd,=,5.73e-05,4.24184537803261,train
5tv1,2.4,2017,Kd,=,5.7e-08,7.244125144327507,train
5if6,2.5,2017,Kd,=,5.900000000000001e-08,7.229147988357855,train
5n16,1.76,2017,Kd,=,5e-06,5.301029995663981,train
5x9o,1.58,2017,Kd,=,5e-06,5.301029995663981,train
5ty1,1.6,2017,Kd,=,6.099999999999999e-06,5.214670164989233,train
5xxk,1.66,2017,Kd,=,6.337e-09,8.19811629287476,train
5lu2,2.5,2017,Kd,=,6.3e-06,5.200659450546418,train
5tco,2.1,2017,Kd,=,6.46e-09,8.189767482004916,train
5tbp,2.6,2017,Kd,=,6.67e-06,5.175874166083451,train
5f62,1.35,2017,Kd,=,6.8000000000000005e-09,8.167491087293763,train
5n99,1.5,2017,Kd,=,6.13e-05,4.212539525481585,train
5jcb,2.3,2017,Kd,=,6.204e-05,4.207328210858432,train
5t6z,2.0,2017,Kd,=,6.21e-05,4.20690839982342,train
5wbo,2.25,2017,Kd,=,6.2e-05,4.207608310501746,train
5t9z,1.4,2017,Kd,=,6.4e-08,7.1938200260161125,train
5w5u,2.46,2017,Kd,=,6.4e-08,7.1938200260161125,train
5lt9,3.0,2017,Kd,=,6.4e-05,4.1938200260161125,train
5vgy,1.39,2017,Kd,=,6.549999999999999e-05,4.183758700008217,train
5nge,2.35,2017,Kd,=,6.5e-08,7.187086643357144,train
5o0b,1.74,2017,Kd,=,6.599999999999999e-05,4.180456064458132,train
5gtr,2.8,2017,Kd,=,6.7e-08,7.173925197299173,train
5u28,1.8,2017,Kd,=,6.7e-08,7.173925197299173,train
5ldk,2.1,2017,Kd,=,6.7e-05,4.173925197299174,train
5ldp,1.8,2017,Kd,=,6.7e-05,4.173925197299174,train
5x4n,1.94,2017,Kd,=,6.8e-05,4.167491087293763,train
5t8q,2.63,2017,Kd,=,6.9e-05,4.161150909262744,train
5ioy,1.77,2017,Kd,=,6e-06,5.221848749616356,train
5ja0,1.9,2017,Kd,=,6e-06,5.221848749616356,train
5gp7,1.5,2017,Kd,=,7.099999999999999e-06,5.1487416512809245,train
6b7c,1.56,2017,Kd,=,7.2e-06,5.142667503568732,train
5kww,2.5,2017,Kd,=,7.400000000000001e-09,8.130768280269024,train
5vsb,1.85,2017,Kd,=,7.613999999999999e-06,5.118387127521651,train
5u0e,1.27,2017,Kd,=,7.699999999999999e-06,5.113509274827519,train
5kej,2.35,2017,Kd,=,7.8e-06,5.107905397309519,train
5ngf,2.33,2017,Kd,=,7.8e-06,5.107905397309519,train
5szb,1.2,2017,Kd,=,7.8e-06,5.107905397309519,train
5kzp,2.26,2017,Kd,=,7e-08,7.154901959985743,train
5w4v,2.65,2017,Kd,=,7e-08,7.154901959985743,train
5njx,2.49,2017,Kd,=,7e-05,4.154901959985743,train
5aan,1.6,2017,Kd,=,7.099999999999999e-05,4.1487416512809245,train
5nk9,1.59,2017,Kd,=,7.240000000000001e-07,6.140261433802853,train
5my8,1.7,2017,Kd,=,7.200000000000001e-08,7.142667503568732,train
5nvy,2.9,2017,Kd,=,7.6e-07,6.119186407719209,train
5vc3,1.97,2017,Kd,=,7.75e-08,7.110698297493689,train
5mi7,2.1,2017,Kd,=,7.7e-08,7.113509274827518,train
5mtv,2.79,2017,Kd,=,7.7e-05,4.113509274827518,train
5vd2,2.05,2017,Kd,=,7.870000000000002e-08,7.104025267640935,train
5t7s,1.9,2017,Kd,=,7.9e-05,4.102372908709558,train
5n2t,1.38,2017,Kd,=,8.4e-06,5.075720713938118,train
5u12,1.84,2017,Kd,=,8.5e-06,5.070581074285707,train
6axp,2.48,2017,Kd,=,8.5e-06,5.070581074285707,train
5gsa,2.49,2017,Kd,=,8.2e-08,7.086186147616283,train
5ll9,1.45,2017,Kd,=,8.33e-07,6.079354998593212,train
5ot9,2.45,2017,Kd,=,8.44e-05,4.073657553374345,train
5o4z,1.7,2017,Kd,=,8.6e-07,6.0655015487564325,train
5f5z,1.76,2017,Kd,=,8.6e-08,7.0655015487564325,train
5jhb,2.48,2017,Kd,=,8.73e-07,6.058985756294431,train
5uxf,1.5,2017,Kd,=,8.700000000000001e-08,7.060480747381382,train
5mge,1.95,2017,Kd,=,8.7e-05,4.060480747381382,train
5mk3,2.0,2017,Kd,=,8.9e-05,4.050609993355088,train
5vdp,2.3,2017,Kd,=,8.9e-05,4.050609993355088,train
5lyn,2.0,2017,Kd,=,9.039999999999998e-06,5.043831569524637,train
6ayn,2.48,2017,Kd,=,9.199999999999998e-06,5.036212172654444,train
5n3y,1.34,2017,Kd,=,9.32e-06,5.030584087646019,train
5mrm,1.8,2017,Kd,=,9.3e-06,5.031517051446065,train
5x4p,2.06,2017,Kd,=,9.3e-06,5.031517051446065,train
6b27,1.73,2017,Kd,=,9.3e-06,5.031517051446065,train
6bhd,1.25,2017,Kd,=,9.3e-06,5.031517051446065,train
5nyz,2.5,2017,Kd,=,9.4e-06,5.026872146400302,train
5nz2,2.85,2017,Kd,=,9.4e-06,5.026872146400302,train
5gof,1.6,2017,Kd,=,9.01e-05,4.045275209020937,train
5gvn,2.3,2017,Kd,=,9.000000000000001e-08,7.045757490560675,train
6at0,1.29,2017,Kd,=,9.17e-05,4.037630664329979,train
5vd1,1.7,2017,Kd,=,9.9e-07,6.00436480540245,train
6eww,2.68,2017,Kd,=,9e-06,5.045757490560675,train
5ieo,1.85,2017,Kd,=,1.0000000000000001e-07,7.0,train
5iep,1.89,2017,Kd,=,1.0000000000000001e-07,7.0,train
5u51,2.8,2017,Kd,=,1.2e-05,4.920818753952375,train
5whc,2.55,2017,Kd,=,1.2e-05,4.920818753952375,train
5ien,2.09,2017,Kd,=,3.0000000000000004e-07,6.522878745280337,train
5f29,1.82,2017,Kd,=,9e-06,5.045757490560675,train
5wfz,2.35,2017,Ki,=,1e-08,8.0,train
5u6c,2.1,2017,Ki,=,5.000000000000001e-11,10.30102999566398,train
5if4,2.39,2017,Ki,=,1e-09,9.0,train
5kkt,2.8,2017,Ki,=,1e-09,9.0,train
5tqf,1.85,2017,Ki,=,5e-09,8.301029995663981,train
5wal,2.45,2017,Ki,=,1.7e-09,8.769551078621726,train
5mw4,2.19,2017,Ki,=,2.0000000000000004e-12,11.69897000433602,train
5vo1,2.45,2017,Ki,=,7e-09,8.154901959985743,train
5ult,1.53,2017,Ki,=,1.4000000000000002e-11,10.853871964321762,train
5wlo,1.27,2017,Ki,=,1.5e-11,10.82390874094432,train
5oq5,1.4,2017,Ki,=,2e-08,7.698970004336019,train
5opb,1.55,2017,Ki,=,2.41e-08,7.617982957425132,train
5oot,2.1,2017,Ki,=,2.85e-08,7.54515513999149,train
5nee,1.7,2017,Ki,=,2e-11,10.69897000433602,train
5wb6,2.35,2017,Ki,=,2e-11,10.69897000433602,train
5xp7,2.01,2017,Ki,=,3.8e-05,4.42021640338319,train
5mim,1.9,2017,Ki,=,4.6e-08,7.337242168318426,train
5opv,1.9,2017,Ki,=,5.15e-08,7.288192770958809,train
5opu,1.55,2017,Ki,=,5.3e-08,7.275724130399211,train
5nea,1.3,2017,Ki,=,5.000000000000001e-11,10.30102999566398,train
5lpd,1.5,2017,Ki,=,7.000000000000002e-11,10.154901959985745,train
5v82,1.89,2017,Ki,=,7.000000000000002e-11,10.154901959985745,train
5hz5,1.4,2017,Ki,=,8.6e-08,7.0655015487564325,train
5u6b,2.84,2017,Ki,=,1.3000000000000002e-10,9.886056647693165,train
5h4j,1.8,2017,Ki,=,1.3e-07,6.886056647693163,train
5vo2,2.96,2017,Ki,=,1.54e-07,6.812479279163537,train
5wev,1.85,2017,Ki,=,1.5e-07,6.823908740944319,train
5q0g,2.6,2017,Ki,=,1.8e-10,9.744727494896694,train
5tdi,1.4,2017,Ki,=,1.8e-10,9.744727494896694,train
5op4,2.0,2017,Ki,=,1.94e-07,6.7121982700697735,train
5vb7,2.34,2017,Ki,=,1.9e-07,6.721246399047171,train
5g22,2.32,2017,Ki,=,1e-07,7.0,train
5n8v,1.55,2017,Ki,=,2.07e-07,6.684029654543083,train
5op5,1.9,2017,Ki,=,2.1600000000000003e-07,6.665546248849069,train
5op2,1.9,2017,Ki,=,2.4e-07,6.619788758288394,train
5tqg,1.9,2017,Ki,=,2.4e-10,9.619788758288394,train
5t8o,2.41,2017,Ki,=,3.1e-07,6.508638306165727,train
5oq7,2.1,2017,Ki,=,3.22e-07,6.492144128304169,train
5unf,2.8,2017,Ki,=,3.4000000000000007e-10,9.468521082957745,train
5ung,2.8,2017,Ki,=,3.4000000000000007e-10,9.468521082957745,train
6b4l,2.25,2017,Ki,=,3.400000000000001e-07,6.468521082957745,train
5wef,2.0,2017,Ki,=,3.6e-07,6.443697499232713,train
5waf,2.03,2017,Ki,=,4.5000000000000005e-10,9.346787486224656,train
5hh6,1.8,2017,Ki,=,4e-07,6.3979400086720375,train
5ura,1.85,2017,Ki,=,4e-07,6.3979400086720375,train
5hh5,1.8,2017,Ki,=,5e-07,6.301029995663981,train
5kns,2.79,2017,Ki,=,7.5e-07,6.1249387366083,train
5m7s,2.4,2017,Ki,=,9e-10,9.045757490560677,train
5ur9,2.2,2017,Ki,=,9e-07,6.045757490560675,train
5ws3,2.3,2017,Ki,=,1.1e-09,8.958607314841775,train
5hh4,2.0,2017,Ki,=,1.1e-06,5.958607314841775,train
5n24,1.5,2017,Ki,=,1.2e-09,8.920818753952375,train
5x5g,2.0,2017,Ki,=,1.49e-06,5.826813731587726,train
5mlj,1.8,2017,Ki,=,1.4e-09,8.853871964321762,train
5ndf,2.3,2017,Ki,=,1.4e-06,5.853871964321762,train
5uex,2.29,2017,Ki,=,1.5e-09,8.823908740944319,train
5kyk,2.7,2017,Ki,=,1.6e-06,5.795880017344075,train
5gwa,1.59,2017,Ki,=,1.71e-06,5.767003889607846,train
5td7,2.85,2017,Ki,=,1.6999999999999998e-06,5.769551078621726,train
5vkc,2.31,2017,Ki,=,1.8e-09,8.744727494896694,train
5n1s,1.3,2017,Ki,=,1.02e-08,7.991399828238082,train
6eo8,1.94,2017,Ki,=,1.0000000000000001e-07,7.0,train
5g2b,1.83,2017,Ki,=,1.0000000000000001e-07,7.0,train
5wcm,1.2,2017,Ki,=,0.0001,4.0,train
5n1r,1.3,2017,Ki,=,1.11e-08,7.954677021213342,train
5gwy,2.85,2017,Ki,=,1.13e-05,4.94692155651658,train
6en5,1.75,2017,Ki,=,1.145e-08,7.941194513324093,train
5qcm,2.2,2017,Ki,=,1.1e-07,6.958607314841775,train
5u8f,1.34,2017,Ki,=,1.1000000000000001e-08,7.958607314841775,train
5jha,2.51,2017,Ki,=,1.264e-06,5.898252926053634,train
5q0h,2.5,2017,Ki,=,1.2000000000000002e-08,7.920818753952375,train
5knv,2.86,2017,Ki,=,1.34e-05,4.872895201635193,train
5hvu,2.8,2017,Ki,=,1.3e-08,7.886056647693163,train
5m4i,2.22,2017,Ki,=,1.3e-08,7.886056647693163,train
5m56,2.24,2017,Ki,=,1.3e-08,7.886056647693163,train
5u8a,1.45,2017,Ki,=,1.3e-08,7.886056647693163,train
5ugc,1.58,2017,Ki,=,1.3e-08,7.886056647693163,train
5m4u,2.2,2017,Ki,=,1.3e-05,4.886056647693163,train
5uln,1.35,2017,Ki,=,1.42e-08,7.847711655616943,train
6b96,1.88,2017,Ki,=,1.4300000000000002e-08,7.844663962534938,train
5vjp,1.98,2017,Ki,=,1.49e-05,4.826813731587726,train
5mae,1.0,2017,Ki,=,1.46e-07,6.835647144215563,train
5nf5,2.85,2017,Ki,=,1.52e-07,6.818156412055227,train
5mhp,2.43,2017,Ki,=,1.5000000000000002e-08,7.823908740944319,train
5obj,2.9,2017,Ki,=,1.6499999999999998e-05,4.782516055786094,train
5n25,1.4,2017,Ki,=,1.6600000000000003e-08,7.779891911959945,train
5ueu,2.26,2017,Ki,=,1.67e-08,7.777283528852417,train
6eo9,1.84,2017,Ki,=,1.6e-07,6.795880017344075,train
5uga,1.82,2017,Ki,=,1.61e-07,6.79317412396815,train
5ugb,2.53,2017,Ki,=,1.61e-07,6.79317412396815,train
5neb,2.05,2017,Ki,=,1.7e-08,7.769551078621726,train
5mkr,1.87,2017,Ki,=,1.7e-05,4.769551078621726,train
5mks,1.99,2017,Ki,=,1.7e-05,4.769551078621726,train
5nfh,2.8,2017,Ki,=,1.8000000000000002e-08,7.744727494896693,train
5gwz,2.44,2017,Ki,=,1.94e-05,4.712198270069774,train
5ng9,1.15,2017,Ki,=,1.91e-07,6.718966632752273,train
5m4k,2.6,2017,Ki,=,2.17e-06,5.663540266151471,train
5uwk,1.6,2017,Ki,=,2.3e-09,8.638272163982407,train
5uv1,2.4,2017,Ki,=,2.4e-06,5.619788758288394,train
5upf,1.69,2017,Ki,=,2.5e-09,8.602059991327963,train
6esy,2.8,2017,Ki,=,2.6e-06,5.585026652029182,train
